_AverageReward,Steps,Zero steps,% of optimal actions,% of pure optimal actions,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,Beta,_lr_multiplier
2.17277243941582,10289361,0,0.0,0.0,0.07248474779964849,0.24557261414296835,-0.6696696218240714,-8.517634742400816,4.488816624689669,0.9999993211937014,-94.70178718969646,-4220.099376900952,0.0,40625.77677167973,1,1.83,0.66571754,0.199,1.0762597,0.9109563,1.0008134,0.6881996,0.00035246665,3,0.995
2.15959656255687,10259137,0,0.0,0.0,0.032564181359283205,0.24691115301000957,-1.1754099260997226,-16.80287615882416,6.873311215853661,0.999998703881479,-259.2715136452417,-2276.07080127637,96.00417735444266,12238.263590275605,2,3.93,1.171695,0.198,1.062796,0.91245866,0.9999998,0.6858492,0.00033483762,3,0.99
2.1679144820164695,10273956,0,0.0,0.0,0.006159598749578939,0.24425797744304845,-2.5356866788746633,-59.98511442044548,14.784879912632778,0.9999967827379111,-325.32724983047814,-3143.3738668307888,-67.09170054802763,8279.740422254526,3,6.0,2.5326936,0.197,1.0558465,0.9157768,1.0000035,0.68339455,0.00026696236,3,0.985
2.15229182274185,10171380,0,0.0,0.0,0.006283671978754557,0.24219143415856137,-2.3566714158883593,-31.663182129913935,16.202924052886516,0.999996648569878,-422.34759268503507,-2438.2894552814632,-246.8737188154609,6494.57741759866,4,8.06,2.3503993,0.196,1.0566857,0.90773034,0.99999213,0.68027514,0.00032128036,3,0.98
2.1513630663460264,10167150,0,0.0,0.0,0.0035449774482541143,0.23924132741883133,-3.2131561242251716,-50.67966017927952,24.745233261906296,0.9999948147312213,-492.62119316154707,-3069.898542046986,-333.6329815739295,6232.015616338346,5,10.1,3.2072651,0.195,1.0610435,0.9000129,0.9999933,0.67648375,0.00036413365,3,0.975
2.147229826645439,10143950,0,0.0,0.0,0.003320016416097189,0.23628116404933014,-3.5963595440448035,-58.365351746543624,23.69592573230765,0.9999934580929226,-560.6770210096137,-2510.3767708855653,-416.2048479220266,5971.065983875338,6,12.14,3.5890467,0.194,1.0771154,0.89149284,0.9999949,0.67252004,0.00037637932,3,0.97
2.1508093716120715,10130637,0,0.0,0.0,0.0021204062374265463,0.23414783368426725,-2.632277011795901,-73.83147207875464,19.694010072543254,0.9999945679391502,-618.0348092500872,-3221.9922900924776,-485.75467231936534,6244.211443427001,7,14.19,2.6254249,0.193,1.0756111,0.88755107,0.99999803,0.6676818,0.00039809645,3,0.965
2.1430086120382055,10102951,0,0.0,0.0,0.0022491075248647816,0.2319340256823263,-2.852779943912777,-70.42376859199888,27.325161857296283,0.9999933825113937,-670.8359558090459,-2893.5445103923985,-549.7267144183434,6043.512099516479,8,16.23,2.8455398,0.192,1.0845541,0.8805467,1.0000025,0.66257185,0.0004095177,3,0.96
2.1522290864301996,10149427,0,0.0,0.0,0.0011414204422169484,0.23029423382341596,-2.526985934668488,-50.499349348819166,26.12348968090673,0.9999933191797004,-714.5046369003527,-2586.335979121166,-600.6234832205297,6053.926150380362,9,18.28,2.518993,0.191,1.0809169,0.8789729,1.0000134,0.6562621,0.00043379332,3,0.955
2.147430808872163,10120734,0,0.0,0.0,0.001317928594423215,0.2282593251602362,-2.4508381879203798,-85.1463746830859,29.29581458329571,0.9999926989463268,-757.1989226619421,-3007.510587772896,-650.5852297721169,6103.539528416183,10,20.32,2.4417253,0.19,1.0713631,0.8823477,1.000002,0.64847434,0.0004844302,3,0.95
