_AverageReward,Steps,Zero steps,% of optimal actions,% of pure optimal actions,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,Beta,_lr_multiplier
2.1537179544860607,1044647,0,0.0,0.0,0.0801562647762508,0.2690367672892034,-0.008251956021962584,-11.943166027031998,6.793764618586253,0.9999993442682049,-48.38247056697829,-6154.078329809084,49.14705158776126,33665.90226263639,1,0.37,0.0036065283,0.199,1.0953009,0.8883409,1.001295,0.6826294,0.0005514327,3,0.995
2.1765812101045703,1049149,0,0.0,0.0,0.04866125198820815,0.24377870915900215,-0.0008567493897097778,-12.01963613425339,7.620760301930148,0.9999992988091352,-51.57006937061989,-3345.249570002592,1673.223550605477,23180.75427079652,2,1.84,-0.00049665757,0.198,1.0505123,0.9326617,0.99999285,0.6810396,0.00017439967,3,0.99
2.173262156868746,1045664,0,0.0,0.0,0.04536216396739971,0.2439671810056101,0.0010469179561407422,-10.659199022276647,6.97110428183486,0.9999991832775504,-48.709589485488586,-1926.3300659402105,1568.9511557676142,21063.561161301055,3,3.3,-0.0037472164,0.197,1.0481741,0.925258,0.9999865,0.67985076,0.00020040551,3,0.985
2.166906757339208,1044050,0,0.0,0.0,0.04727273179958708,0.24293342911877394,0.00015551585947009097,-12.361649034114171,6.55200615511725,0.999999348299575,-49.82450426567676,-3898.910712475007,1550.9136445537415,23160.915481067943,4,4.76,-0.005580465,0.196,1.070479,0.9028147,0.99999136,0.6791269,0.00036758007,3,0.98
2.1770774795025867,1040985,0,0.0,0.0,0.055338268320180774,0.24223414526363318,0.005624010380382808,-14.059763907458647,9.471434434516752,0.9999992872965221,-43.59757436406436,-3995.9514768564877,1848.1160698879598,26651.760072288722,5,6.21,-0.008285775,0.195,1.0734742,0.9006832,1.0000192,0.6780374,0.00039230756,3,0.975
2.1706233013209566,1037203,0,0.0,0.0,0.04584162236412494,0.24203275697992485,0.0014035522752375211,-12.305862668184622,11.017216665637248,0.9999992673445742,-40.797355948795754,-2231.89042062203,1742.7857858447455,19977.2675549281,6,7.66,-0.005387637,0.194,1.0809035,0.89812356,1.0000046,0.6767373,0.00041379896,3,0.97
2.134740478878144,1022306,0,0.0,0.0,0.041434902674140676,0.2416337003646836,-0.014852409247392163,-20.293823106357166,16.701064522106584,0.9999987059009818,-37.880412794848986,-2160.0165490815207,1904.0605393511917,19572.72659913182,7,9.09,0.013809008,0.193,1.0623844,0.90764195,0.9999672,0.6754116,0.00030965335,3,0.965
2.16883042768376,1033848,0,0.0,0.0,0.03640575285437194,0.24107901156705663,0.010006210688935674,-17.343920134845987,14.613151704740948,0.9999988159102056,-40.13673586897005,-2445.848059845067,2081.209838422608,18874.861496765858,8,10.54,-0.0110019585,0.192,1.0455356,0.9267708,1.0000299,0.6739139,0.00020726224,3,0.96
2.1335977056748416,1018513,0,0.0,0.0,0.036038895707221213,0.2412286946113899,-0.018696529628914584,-23.965965774864184,17.93829076175523,0.9999983431433608,-34.33521922197834,-2269.4798748730714,1934.0726961270173,16821.91202276904,9,11.97,0.016762432,0.191,1.0510968,0.91872895,0.99998003,0.67220503,0.00017299318,3,0.955
2.1480093138636525,1018267,0,0.0,0.0,0.030015847976851036,0.2420869028900519,-0.006062514480939025,-21.995512620913512,16.463825710471614,0.9999984035183173,-39.35221972587962,-2188.7275924473174,1736.358094098384,16304.902213907388,10,13.39,0.0015307893,0.19,1.0483763,0.9111122,0.9999957,0.6698741,0.00025135168,3,0.95
