_AverageReward,Steps,Zero steps,% of optimal actions,% of pure optimal actions,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,Beta,_lr_multiplier
0.6863273160369393,450036,0,0.0,0.0,0.08110588250485012,0.25368122563813095,0.006946986208389128,-10.367089698814457,2.506743605753949,0.9999979260090238,-5.637678971889231,-554.3243562737196,0.6863273160369393,385.52080373415276,1,0.22,-0.007424631,0.199,1.0506377,0.93583727,1.0003713,0.69251204,0.00014856669,3,0.995
0.6961461965876761,448492,0,0.0,0.0,0.07768297222062878,0.2512431930996651,0.020336891392526715,-22.46137718909292,6.676658606658206,0.9999964368699289,-4.734745477745208,-807.7807959617659,60.717180074681096,442.7718520079718,2,0.44,-0.020556705,0.198,1.0452569,0.95697784,0.99993855,0.69215614,0.000118122065,3,0.99
0.6771335037445625,445980,0,0.0,0.0,0.016152246422363976,0.2544110062117373,-0.00531503202066276,-21.322549076275077,13.325839333293546,0.9999959103798276,-4.314291912638644,-531.6794851207319,64.11763586546104,179.99396192340757,3,0.65,0.004227132,0.197,1.0417104,0.93908715,1.0000095,0.69159454,8.5667205e-05,3,0.985
0.6805924673163136,447012,0,0.0,0.0,0.018918110040578945,0.25586962650068684,0.006448725661097694,-28.78222437481702,15.239281762707018,0.9999946136922951,-4.560902906930369,-603.8565732172831,90.94040270979322,189.16009121763565,4,0.87,-0.0067453873,0.196,1.0384648,0.94165426,0.9999851,0.69097924,6.501506e-05,3,0.98
0.6800787939158561,446735,0,0.0,0.0,0.0050591628541144925,0.2577577039748368,0.002621120834928676,-28.930254493797776,15.153173142231113,0.9999936458145529,-4.539700558391668,-270.40757642661583,54.20211952009996,142.82604169168692,5,1.08,-0.0029931925,0.195,1.0411481,0.9407471,1.000003,0.69040257,5.746554e-05,3,0.975
0.673268013022324,447232,0,0.0,0.0,0.0014100808588681578,0.2588420374702023,-0.02530013479545166,-30.035162959852666,15.565216627895166,0.9999916891499984,-4.439361001079533,-189.00911410021862,38.291935364252055,114.30030537134473,6,1.29,0.024885906,0.194,1.0376476,0.95103043,1.0000134,0.6900129,5.88978e-05,3,0.97
0.6840130937115961,449987,0,0.0,0.0,0.010749496991012582,0.25789166038800987,0.009612416639273782,-35.37656269895611,13.337423084852716,0.9999930375547555,-4.632131713770594,-466.3274932062549,39.95525395401406,175.09679599591007,7,1.51,-0.010031073,0.193,1.0367739,0.95126104,0.9999745,0.6895715,7.603849e-05,3,0.965
0.6826436984280386,448039,0,0.0,0.0,0.0026676697008653195,0.2576737375248053,0.009385691800407974,-29.541247625656823,16.62510386183538,0.9999930229113386,-4.666512383603883,-291.31245159665053,49.30196471445901,131.6805534522816,8,1.72,-0.009634272,0.192,1.0408287,0.94518214,0.9999945,0.6891462,7.327288e-05,3,0.96
0.6778515983267343,447030,0,0.0,0.0,0.0016333812562444791,0.25692424716989576,-0.007128015974071023,-30.05507231491702,17.208105152834058,0.9999909088935395,-4.5499690222179625,-235.01752336277497,82.93741807421948,119.366821360259,9,1.94,0.006289628,0.191,1.0462061,0.94547874,0.9999868,0.68889284,0.000100883175,3,0.955
0.6796063912181189,446738,0,0.0,0.0,0.00479223570003805,0.2555161544523247,-0.0020322077248154757,-48.26191048972009,15.969311293671282,0.9999916593700935,-4.535188046813592,-538.3856916476772,37.033193192849424,152.4252482210562,10,2.15,0.0015605413,0.19,1.0493314,0.94321924,1.0000141,0.6885431,0.00011083867,3,0.95
0.682271187499721,448118,0,0.0,0.0,0.0014190373295839749,0.2535965523090245,0.015352039482632173,-34.58060122888769,17.542248953280243,0.9999914810180274,-4.455177122433882,-251.55832402963267,65.1421218580376,126.4713270830566,11,2.36,-0.015559172,0.189,1.0434022,0.9426069,0.9999777,0.6881561,8.705209e-05,3,0.945
0.6763890039380391,446669,0,0.0,0.0,0.00194821000204782,0.2521881066412311,-0.015335365557622669,-56.97860460345925,22.21507380643239,0.999989881675995,-4.350395675939352,-415.72575305847846,65.408545322363,126.35420871240122,12,2.57,0.014752293,0.188,1.0461229,0.94176143,0.9999863,0.68775266,9.05927e-05,3,0.94
